,anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre
106066,16,15,146,4,4,1,   ,12,2,1,7,1,4,1,5,1,  ,  ,40,  ,55,  ,"(2001,2006]",           ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,n.i. , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Imbonati Carlo, 15                                   ",18,0,0,2
106067,16,15,146,4,4,1,   ,12,3,1,2,1,4,1,8,16,  ,  ,64,  ,65,  ,2013       ,           ,           ,30-44,1,2,4,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Gallarate incrocio via Daimler                       ,24,0,0,2
106068,16,15,146,5,4,1,   ,12,2,1,3,1,4,1,2,1,01,  ,05,  ,01,  ,"(2001,2006]","(2001,2006]",           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,2,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Mangiagalli Luigi incrocio via Colombo Giuseppe      ,16,0,0,2
106069,16,15,146,6,4,1,   ,12,4,1,7,1,4,1,3,16,01,  ,20,  ,36,  ,2008       ,2014       ,           ,45-54,1,2,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Campania, 3                                        ",10,0,0,2
106070,16,15,146,6,4,1,   ,12,2,1,8,1,4,1,5,1,  ,  ,49,  ,53,  ,           ,           ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Coni Zugna, 56                                     ",18,0,0,2
106071,16,15,146,7,4,1,   ,12,1,1,8,1,4,1,1,4,01,  ,20,  ,23,  ,           ,2009       ,           ,30-44,1,2,2,"(2006,2011]",2,30-44,3, ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via dell' Arcadia, 24                                    ",16,0,0,2
106072,16,15,146,7,4,1,   ,12,2,1,3,1,4,1,5,1,  ,  ,49,  ,51,  ,2013       ,           ,           ,45-54,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,corso S.Gottardo incrocio via Lagrange Giuseppe          ,17,0,0,2
106073,16,15,146,7,4,1,   ,12,2,1,7,1,4,1,5,1,  ,  ,40,  ,55,  ,2012       ,           ,           ,45-54,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,45-54, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazzale Stazione Genova in corrispondenza della fermata ,21,0,0,2
106074,16,15,146,1,4,1,   ,12,4,1,7,1,4,1,3,17,08,  ,22,  ,20,  ,2007       ,"(2001,2006]",           ,45-54,1,2,3,"(2006,2011]", ,     , ,2,10-14,3, ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"corso Lodi, 34                                           ",10,0,0,2
106075,16,15,146,2,4,1,   ,12,2,1,7,1,4,1,2,16,14,  ,20,  ,25,  ,2014       ,           ,           ,45-54,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"piazza S.Babila, 1                                       ",10,0,0,2
106076,16,15,146,3,4,1,   ,12,3,1,3,1,4,1,6,17,08,  ,60,  ,62,  ,"(2001,2006]",2016       ,           ,18-29,2,2,5,"(2011,2016]", ,     , ,2,15-17,4, ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,piazzale Baracca Francesco incrocio viale di Porta Vercel,9,0,0,2
106077,16,15,146,4,4,1,   ,12,1,1,4,1,4,1,3,1,14,  ,17,  ,01,  ,2008       ,           ,           ,65+  ,2,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Argonne incrocio via Negroli                       ,14,0,0,2
106078,16,15,146,4,4,1,   ,12,1,1,8,1,4,1,5,8,  ,  ,40,  ,50,  ,2011       ,           ,           ,30-44,1,1,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,0-5  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"piazzale Brescia, 3                                      ",14,0,0,2
106079,16,15,146,5,4,1,   ,12,1,1,7,1,4,1,2,1,14,  ,34,  ,20,  ,2010       ,           ,           ,65+  ,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,10-14,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via De Andre Fabrizio, 11                                ",8,0,0,2
106080,16,15,146,5,4,1,   ,12,2,1,4,1,4,1,2,7,08,  ,01,  ,10,  ,           ,2012       ,           ,30-44,1,2,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazza Cinque Giornate incrocio viale Monte Nero         ,21,0,0,2
106081,16,15,146,5,4,1,   ,12,1,1,8,1,4,1,2,1,01,  ,35,  ,20,  ,2009       ,2009       ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2011,2016]",2,30-44,4,2,18-29,4, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,via Rogoredo in prossimita della torre faro n. 110       ,22,0,0,2
106088,16,15,146,3,4,1,   ,12,4,1,4,1,4,1,10,14,  ,  ,70,  ,73,  ,           ,           ,           ,65+  ,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Larga incrocio via Baracchini Flavio                 ,14,0,0,1
106089,16,15,146,3,4,1,   ,12,3,1,7,1,4,1,5,1,  ,  ,45,  ,44,  ,2014       ,           ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,55-64, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Lorenteggio, 49                                      ",16,0,0,1
106096,16,15,146,3,4,1,   ,12,4,1,7,1,4,1,10,16,  ,  ,71,  ,75,  ,2011       ,           ,           ,45-54,2,2,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Galilei Galileo, 6                                   ",17,0,0,1
106097,16,15,146,3,4,1,   ,12,3,1,5,1,1,1,6,1,01,01,64,  ,61,  ,"(2001,2006]",2013       ,2008       ,30-44,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Lorenteggio incrocio via S.Anatalone                 ,18,0,0,1
106098,16,15,146,3,4,1,   ,12,2,1,7,2,4,1,3,16,01,  ,20,  ,35,  ,2013       ,2016       ,           ,15-17,1,2,9,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Zoja Luigi, palo luce 23                             ",19,0,0,1
106099,16,15,146,4,4,1,   ,12,2,1,7,1,4,1,2,1,16,  ,34,  ,20,  ,2009       ,2015       ,           ,55-64,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Quinto Romano, 58                                    ",8,0,0,1
106100,16,15,146,4,4,1,   ,12,3,1,3,1,4,1,2,15,01,  ,11,  ,01,  ,2014       ,2007       ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,1,2,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Beccaro Padre Gerardo incrocio viale dell'Innovazione,10,0,0,1
106101,16,15,146,4,4,1,   ,12,4,1,7,1,4,7,3,16,11,  ,21,  ,21,  ,"(2001,2006]","(1991,1996]",           ,30-44,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Stelvio, 2                                         ",14,0,0,1
106102,16,15,146,4,4,1,   ,12,3,1,7,1,4,1,4,1,08,01,21,  ,20,  ,2014       ,2007       ,"(2001,2006]",45-54,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2006,2011]",2,30-44,3, ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Carnia, palo luce 17 2                               ",16,0,0,1
106103,16,15,146,4,4,1,   ,12,1,1,7,1,4,1,5,1,  ,  ,40,  ,55,  ,2008       ,           ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Liguria, 47                                        ",17,0,0,1
106104,16,15,146,4,4,1,   ,12,2,1,5,1,1,1,2,1,01,  ,04,  ,01,  ,"(2001,2006]",2009       ,           ,30-44,2,2,2,"(2011,2016]", ,     , ,2,6-9  ,4, ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,via Malaga incrocio via Bussola Dionigi                  ,17,0,0,1
106105,16,15,146,5,4,1,033,12,2,1,7,1,4,1,6,1,01,  ,61,  ,61,  ,           ,2011       ,           ,55-64,1,1,3,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,raccordo SS 11- SS 33 (tangenzialina) prox via Appennini ,8,0,0,1
106106,16,15,146,5,4,1,   ,12,4,1,7,1,1,2,2,8,01,  ,21,  ,20,  ,           ,2010       ,           ,45-54,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Solari Andrea, 58                                    ",9,0,0,1
106107,16,15,146,5,4,1,   ,12,2,1,2,1,4,1,2,1,03,  ,02,  ,10,  ,2011       ,2012       ,           ,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazza del Rosario incrocio via Solari Andrea            ,15,0,0,1
106108,16,15,146,5,4,1,   ,12,2,1,4,1,4,1,5,3,  ,  ,46,  ,51,  ,           ,           ,           ,55-64,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,corso Buenos Aires incrocio viale Tunisia                ,20,0,0,1
106109,16,15,146,5,4,1,   ,12,4,1,7,1,4,1,6,16,01,  ,60,  ,62,  ,2015       ,2015       ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Gian Galeazzo, 15                                  ",21,0,0,1
106110,16,15,146,6,4,1,   ,12,4,1,4,2,4,3,2,1,01,01,02,  ,04,  ,           ,2009       ,"(2001,2006]",18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazza Firenze incrocio la medesima piazza               ,6,0,0,1
106111,16,15,146,6,4,1,   ,12,2,1,2,2,4,3,2,1,14,  ,06,  ,01,  ,"(2001,2006]",           ,           ,55-64,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Seguro incrocio via Monsignor Oscar Arnulfo Romero   ,8,0,0,1
106112,16,15,146,6,4,1,   ,12,3,1,7,2,4,3,4,1,01,  ,21,  ,20,  ,2009       ,"(1991,1996]",           ,30-44,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2, ,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Gioia Melchiorre, palo luce 37 1                     ",15,0,0,1
106113,16,15,146,6,4,1,   ,12,2,1,7,2,4,3,2,17,01,  ,20,  ,21,  ,"(1976,1986]","(1991,1996]",           ,18-29,1,1,9,           , ,     , ,2,18-29,4, ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Morosini Emilio, 32                                  ",19,0,0,1
106114,16,15,146,6,4,1,   ,12,2,1,3,2,4,1,2,17,01,  ,01,  ,06,  ,2011       ,2013       ,           ,30-44,1,2,2,"(2001,2006]", ,     , ,2,30-44,4, ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via arcivescovo Calabiana incrocio via Balduccio da Pisa ,22,0,0,1
106115,16,15,146,6,4,1,   ,12,3,1,3,2,4,1,2,1,01,  ,01,  ,06,  ,           ,2015       ,           ,30-44,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Monte Nero incrocio via Lattuada                   ,24,0,0,1
106116,16,15,146,7,4,1,   ,12,3,1,4,1,4,1,1,1,01,  ,06,  ,04,  ,2009       ,2012       ,           ,18-29,1,2,2,"(2011,2016]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,viale Lucania incrocio piazzale Corvetto Luigi Emanuele  ,6,0,0,1
106117,16,15,146,7,4,1,   ,12,3,1,7,1,4,1,4,1,01,  ,23,  ,20,  ,           ,2011       ,           ,30-44,1,1,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2011,2016]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"viale Sarca, 375                                         ",16,0,0,1
106118,16,15,146,7,4,1,   ,12,4,1,2,1,4,1,4,1,01,  ,02,  ,01,  ,2007       ,2009       ,           ,45-54,2,1,2,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(1976,1981]", ,     , ,2,18-29,3, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via delle Forze Armate incrocio via Palmi                ,19,0,0,1
106119,16,15,146,7,4,1,   ,12,2,1,7,1,4,1,2,1,17,  ,20,  ,23,  ,"(2001,2006]",2008       ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2011,2016]", ,     , ,2,18-29,3, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Diomede, palo luce 7                                 ",20,0,0,1
106120,16,15,146,7,4,1,   ,12,2,1,4,1,4,1,2,1,16,  ,08,  ,01,  ,2015       ,2007       ,           ,30-44,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Gioia Melchiorre incrocio viale Lunigiana            ,23,0,0,1
106121,16,15,146,1,4,1,   ,12,1,3,7,1,1,1,1,14,14,  ,21,  ,21,  ,           ,           ,           ,30-44,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,interno del Parco Sempione in prossimita del palo luce n.,10,0,0,1
106122,16,15,146,1,4,1,   ,12,3,1,3,1,4,1,2,16,01,  ,02,  ,17,  ,2011       ,2011       ,           ,30-44,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Papiniano incrocio via Bragadino Marco             ,13,0,0,1
